"u_parent_asset.parent","u_parent_asset","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Microphone","C016399","C016399","D2002161160N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016400","C016400","D2002161112N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016401","C016401","D2002161108N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016402","C016402","D2022164003N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016403","C016403","D2022164004N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016404","C016404","D2022163894N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016405","C016405","D2022163895N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016406","C016406","D2002161183N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016407","C016407","D2002161179N9","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2 CENTRAL","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016408","C016408","D2002161175N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016409","C016409","0POWM3N9-E01","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016410","C016410","C0702138378N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016411","C016411","C0702138385N9","VIHA-RJH-Royal Jubilee Hospital","Collab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016412","C016412","C0702138390N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016413","C016413","C0702138391N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016468","C016468","C0702138392N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016469","C016469","C0702138399N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016470","C016470","C0702138400N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016471","C016471","A01119D89740N9","VIHA-RJH-Royal Jubilee Hospital","Collab ","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016472","C016472","A01119D89736N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016473","C016473","A01119D89721N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016474","C016474","A01119D89725N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016475","C016475","A01119D89728N9","VIHA-RJH-Royal Jubilee Hospital","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016701","C016701","B1632051355N3","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016727","C016727","2233052824","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","3350","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016736","C016736","2240061711","VIHA-ADSC-Alcohol & Drug Services Clinic","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016737","C016737","2210029538","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","N740","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016738","C016738","2210029533","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","N740","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016739","C016739","2240061712","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","N268","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016740","C016740","2210029532","VIHA-PSMH-Pembroke Street Mental Health-Main Building-1st Floor","21","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016741","C016741","2240061720","VIHA-PSMH-Pembroke Street Mental Health-Main Building-1st Floor","21","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016742","C016742","2233052829","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","S261","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C016735","C016743","2321110576","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3100","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017053","C017053","2321110725","VIHA-QAC-Queen Alexandra Centre for Children-Jack Ledger Building-1st Floor","A018","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017070","C017070","2240061717","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","DT2771","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017077","C017077","2324113645","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","DT133","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017078","C017078","2240061714","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","3350","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017079","C017079","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107 - Cath Lab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017080","C017080","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107 - Cath Lab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017081","C017081","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107 - Cath Lab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017082","C017082","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107 - Cath Lab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017083","C017083","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","DT3107 - Cath Lab","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017155","C017155","A3031967498N3","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017187","C017187","A3051968521N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017188","C017188","A3051968525N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017189","C017189","A3051968539N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017190","C017190","A3051968535N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017191","C017191","A3051968531N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017192","C017192","A3051968527N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017193","C017193","A3051968540N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017194","C017194","A3051968536N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017195","C017195","A34518D84474N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017196","C017196","A3251975597N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017197","C017197","A3251975601N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017198","C017198","A3251975606N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017200","C017200","A33118D82458N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017201","C017201","A2311947206N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017202","C017202","C0702141282N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017203","C017203","A33118D82450N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017204","C017204","A2311947212N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017205","C017205","A2311947209N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017206","C017206","A3571984227N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017207","C017207","A33118D82456N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017208","C017208","A2311947223N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017209","C017209","C0702141356N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017210","C017210","A33118D82449N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017211","C017211","A3571984236N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017212","C017212","A3571984238N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017213","C017213","A3571984239N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017214","C017214","A3571984225N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017215","C017215","A3571984234N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017216","C017216","A3571984247N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017217","C017217","A2311947198N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017218","C017218","A33118D82464N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017219","C017219","A2311947225N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017220","C017220","A33118D82468N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017221","C017221","A3571984235N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017222","C017222","A33118D82474N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017223","C017223","A33118D82476N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017224","C017224","A33118D82477N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017225","C017225","A2311947224N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017226","C017226","A33118D82455N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017227","C017227","A3571984246N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017228","C017228","A3571984224N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017229","C017229","A3571984245N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017230","C017230","A33118D82473N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017231","C017231","A3571984250N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017232","C017232","C0702141274N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017233","C017233","A3571984249N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017234","C017234","A33118D82465N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017235","C017235","A3571984237N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017236","C017236","C0702141286N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017237","C017237","A3571984242N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017238","C017238","A3571984230N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017239","C017239","A3571984252N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017240","C017240","A2311947203N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017241","C017241","A3571984243N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017242","C017242","A3571984248N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017243","C017243","A3571984229N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017244","C017244","C0702141278N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017245","C017245","A2311947200N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017246","C017246","C0702141266N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017247","C017247","C0702141360N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017248","C017248","A33118D82469N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017249","C017249","A2311947199N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017250","C017250","A2311947202N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017251","C017251","A2311947208N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017252","C017252","A3051968522N9","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","N740","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017253","C017253","A3191973622N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017254","C017254","A3051968512N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017255","C017255","A3251975593N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017256","C017256","A3251975598N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017257","C017257","A3191973609N9","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor","N740","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017258","C017258","A3051968528N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017259","C017259","C0702141364N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017260","C017260","A33118D82470N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017261","C017261","A33118D82452N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017262","C017262","A3571984226N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017263","C017263","A3571984221N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017264","C017264","A3571984251N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017265","C017265","A3571984228N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017266","C017266","C0702141270N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017267","C017267","A2311947207N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017268","C017268","A2311947211N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017269","C017269","A3571984231N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017270","C017270","A3051968526N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017271","C017271","A3251975610N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017472","C017272","2324113650","VIHA-DARS-Drug & Alcohol Rehab Society-Main Building-1st Floor","","",""
"","","Microphone","C017272","C017272","A3191973602N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017273","C017273","A3191973613N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017274","C017274","A3191973610N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017275","C017275","A3191973614N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017276","C017276","A3191973626N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017277","C017277","A3051968524N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017278","C017278","A33118D82462N9","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Doctor Lounge","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017279","C017279","A2311947210N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017280","C017280","A3571984232N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017281","C017281","A3571984241N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017282","C017282","A3051968520N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017283","C017283","A33118D82448N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017284","C017284","A33118D82472N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017285","C017285","A3251975584N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017286","C017286","A3051968509N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017287","C017287","A3571984244N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017288","C017288","A3051968518N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017289","C017289","A33118D82454N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017290","C017290","A3191973607N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017291","C017291","A3191973598N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017292","C017292","A3191973617N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017293","C017293","A3191973611N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017295","C017295","C0702141372N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017296","C017296","A3571984240N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017297","C017297","A2311947201N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017298","C017298","A3051968532N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017299","C017299","A3191973606N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017300","C017300","A3051968516N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017301","C017301","A3191973604N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017302","C017302","A3191973597N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017303","C017303","A3191973601N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017304","C017304","A3191973605N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017305","C017305","A3191973603N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017306","C017306","A3191973599N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017307","C017307","A3191973612N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017308","C017308","A3191973618N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017309","C017309","A3191973627N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017310","C017310","A3191973625N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017311","C017311","A3191973620N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017312","C017312","A3191973600N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
"","","Microphone","C017313","C017313","A3191973628N9","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","324","POWERMIC","NUANCE COMMUNICATIONS"
