"name","u_keywords","location","u_floor","u_room","model_id","u_department_location","asset_tag","u_building","u_last_rounded_date","serial_number","assignment_group","cost_center","comments","short_description","u_hot_spare","os","install_status","department","u_device_rounding","sys_updated_on","po_number","u_category","u_scheduled_retirement","u_last_scanned_date","u_special_handle","os_version"
"AO000066","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","S501","TANGENT MEDIX 22B V9","5S Medical Overflow","HSS-8094026","Patient Care Center","07/03/2025","C24102M005","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103800","","","false","Windows 11 Enterprise","Operational","RJH 5S General Medicine","Mobile Cart","08/12/2025 21:20:21","ISLHTRP20250623-044","All-in-One","05/31/2028","08/10/2025","","10.0.22631"
"AO000067","","VIHA-VGH-Victoria General Hospital","2","SDC","TANGENT MEDIX 22B V9","SDC","HSS-8093854","Main Building","07/02/2025","C24102M139","NTT-Deskside Services-VictoriaGen-Staffed","VR.71.265000000","","","false","Windows 11 Enterprise","Operational","VRS SI Surg Centre PACU","General Rounding","08/12/2025 21:01:07","ISLHTRP20250616-017","All-in-One","05/31/2028","08/11/2025","","10.0.22631"
"AO000068","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3rd Floor","DT3212 SDC","TANGENT MEDIX 22B V9","Post Anaesthetic Care Unit","HSS-8094475","Diagnostic & Treatment","","C24223M005","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.265200000","","","false","Windows 11 Enterprise","Operational","RJH Post Anaesthetic Care Unit","Mobile Cart","08/10/2025 21:10:26","ISLHTRP20250721-016","All-in-One","","08/09/2025","","10.0.22631"
"AO000069","","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor","1","RB146B","Tangent Medix T22B AiO 3517U","Internal Med","HSS-1035577","Royal Block","01/15/2024","C22328M035","NTT-Deskside Services-RoyalJubilee-Staffed","91.71.125403500","","","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/10/2025 21:10:14","Lease Information Extract - HPFS Tangent","All-in-One","06/30/2025","08/09/2025","","10.0.19045"
"AO000071","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","3rd Floor","N324","TANGENT MEDIX 22B V9","Emergency","HSS-8093989","Patient Care Center","07/30/2025","C24102M145","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.310200000","","","false","Windows 11 Enterprise","Operational","RJH Emergency","Mobile Cart","08/09/2025 21:52:05","ISLHTRP20250623-007","All-in-One","05/31/2028","08/08/2025","","10.0.22631"
"AO000072","","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","2","HW207 Exam #1","Tangent Medix T22B AiO 3517U","Pain Clinic","HSS-1035580","Memorial Pav","01/29/2024","C22328M038","NTT-Deskside Services-RoyalJubilee-Staffed","91.71.125403500","","","false","Microsoft Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","07/16/2024 21:41:56","Lease Information Extract - HPFS Tangent","All-in-One","06/30/2025","07/13/2024","",""
"AO000073","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N585","TANGENT MEDIX 22B V9","5N","HSS-8094021","Patient Care Center","07/03/2025","C24102M006","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/11/2025 21:08:16","ISLHTRP20250623-039","All-in-One","05/31/2028","08/11/2025","","10.0.22631"
"AO000074","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3rd Floor","DT3229 SDC","TANGENT MEDIX 22B V9","Post Anaesthetic Care Unit","HSS-8094473","Diagnostic & Treatment","","C24223M075","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.265200000","","","false","","Operational","RJH Post Anaesthetic Care Unit","Mobile Cart","08/01/2025 10:51:34","ISLHTRP20250721-014","All-in-One","","","",""
"AO000076","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1st Floor","DT1326 ER","TANGENT MEDIX 22B V9","Emergency","HSS-8094470","Diagnostic & Treatment","","C24223M025","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.310200000","","","false","","Operational","RJH Emergency","Mobile Cart","08/01/2025 10:51:25","ISLHTRP20250721-011","All-in-One","","","",""
"AO000077","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3rd Floor","SDC","TANGENT MEDIX 22B V9","Surg Svc-Perioperative Adm","HSS-8093987","Diagnostic & Treatment","","C24102M062","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.110005200","","","false","Windows 11 Enterprise","Operational","RJH Surg Svc-Perioperative Adm","Mobile Cart","08/10/2025 21:31:24","ISLHTRP20250623-005","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000078","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N545","TANGENT MEDIX 22B V9","5N","HSS-8094022","Patient Care Center","07/03/2025","C24102M020","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/10/2025 21:09:19","ISLHTRP20250623-040","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000079","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3rd Floor","DT3237 SDC","TANGENT MEDIX 22B V9","Post Anaesthetic Care Unit","HSS-8094472","Diagnostic & Treatment","","C24223M009","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.265200000","","","false","Windows 11 Enterprise","Operational","RJH Post Anaesthetic Care Unit","Mobile Cart","08/09/2025 22:03:52","ISLHTRP20250721-013","All-in-One","","08/08/2025","","10.0.22631"
"AO000080","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor","8th Floor","S845 - West","TANGENT MEDIX 22B V9","Gen Med & Oncology Care 8S","HSS-8094042","Patient Care Center","08/01/2025","C24223M150","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210100700","","","false","Windows 11 Enterprise","Operational","RJH Gen Med & Oncology Care 8S","Mobile Cart","08/11/2025 21:00:49","ISLHTRP20250623-060","All-in-One","07/31/2029","08/10/2025","","10.0.22631"
"AO000081","","VIHA-RJH-Royal Jubilee Hospital-Royal Block-1st Floor","1st Floor","RB140 Palliative","TANGENT MEDIX 22B V9","End Of Life Admin","HSS-8094467","Royal Block","","C24223M054","NTT-Deskside Services-RoyalJubilee-Staffed","82.71.505008100","","","false","Windows 11 Enterprise","Operational","HPV End Of Life Admin","Mobile Cart","08/13/2025 21:33:10","ISLHTRP20250721-008","All-in-One","","08/12/2025","","10.0.22631"
"AO000082","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N585","TANGENT MEDIX 22B V9","5N","HSS-8094025","Patient Care Center","07/03/2025","C24102M078","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/10/2025 21:31:18","ISLHTRP20250623-043","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000083","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N545","TANGENT MEDIX 22B V9","5N","HSS-8094024","Patient Care Center","07/03/2025","C24102M075","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/10/2025 21:05:59","ISLHTRP20250623-042","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000085","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor","7th Floor","N785","TANGENT MEDIX 22B V9","Patient Flow","HSS-8094035","Patient Care Center","","C24102M012","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.180000400","","","false","Windows 11 Enterprise","Operational","RJH Patient Flow","Mobile Cart","08/09/2025 21:45:11","ISLHTRP20250623-053","All-in-One","05/31/2028","08/08/2025","","10.0.22631"
"AO000086","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor","7th Floor","S745","TANGENT MEDIX 22B V9","Gen Surg & Wound Care 7S","HSS-8094037","Patient Care Center","07/10/2025","C24102M144","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.220100100","","","false","Windows 11 Enterprise","Operational","RJH Gen Surg & Wound Care 7S","Mobile Cart","08/12/2025 21:11:59","ISLHTRP20250623-055","All-in-One","05/31/2028","08/11/2025","","10.0.22631"
"AO000087","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N545","TANGENT MEDIX 22B V9","5N","HSS-8094023","Patient Care Center","07/03/2025","C24102M137","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/10/2025 21:42:28","ISLHTRP20250623-041","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000088","","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","3","Storage/testing","Tangent Medix T22B AiO 3517U","IMIT","HSS-1035593","WB","04/14/2024","C22328M052","NTT-Deskside Services-RoyalJubilee-Staffed","91.71.125403500","","","false","Windows 10 Enterprise","Operational","COS Device Management","Excluded","07/03/2025 14:52:22","Lease Information Extract - HPFS Tangent","All-in-One","06/30/2025","05/10/2025","","10.0.19045"
"AO000089","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1st Floor","DT1444 ENDO","TANGENT MEDIX 22B V9","Amb Care and MQC Admin","HSS-8094471","Diagnostic & Treatment","","C24223M036","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.110005300","","","false","Windows 11 Enterprise","Operational","ACV Amb Care and MQC Admin","Mobile Cart","08/12/2025 21:06:17","ISLHTRP20250721-012","All-in-One","","08/11/2025","","10.0.22631"
"AO000090","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor","6th Floor","S668","TANGENT MEDIX 22B V9","5N","HSS-8094031","Patient Care Center","","C24102M134","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/10/2025 21:13:53","ISLHTRP20250623-049","All-in-One","05/31/2028","08/09/2025","","10.0.22631"
"AO000091","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","5th Floor","N545","TANGENT MEDIX 22B V9","5N","HSS-8094028","Patient Care Center","07/03/2025","C24102M148","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/12/2025 21:12:45","ISLHTRP20250623-046","All-in-One","05/31/2028","08/11/2025","","10.0.22631"
"AO000092","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor","6th Floor","S668","TANGENT MEDIX 22B V9","5N","HSS-8094032","Patient Care Center","","C24102M086","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.210103400","","","false","Windows 11 Enterprise","Operational","RJH 5N","Mobile Cart","08/14/2025 21:04:56","ISLHTRP20250623-050","All-in-One","05/31/2028","08/13/2025","","10.0.22631"
"AO000094","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1st Floor","DT1409 ENDO","TANGENT MEDIX 22B V9","Amb Care and MQC Admin","HSS-8094482","Diagnostic & Treatment","","C24223M037","NTT-Deskside Services-RoyalJubilee-Staffed","90.71.110005300","","","false","Windows 11 Enterprise","Operational","ACV Amb Care and MQC Admin","Mobile Cart","08/09/2025 22:10:47","ISLHTRP20250721-021","All-in-One","","08/09/2025","","10.0.22631"
"AO000095","","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","0","CV0620","Tangent MEDIX M24","Device Integration","C004675","Main Building","05/09/2024","C17613M037","NTT-Deskside Services-NorthIsland-Staffed","91.71.125403500","","Tangent Medix M24 AIO","false","","Operational","COS Device Management","Mobile Cart","05/30/2024 16:35:16","Lease Information Extract - HPFS Tangent","All-in-One","09/30/2021","","",""
"AO000097","","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","0","CV0620","Tangent MEDIX M24","Device Integration","C002591","Main Building","05/07/2024","C17613M059","NTT-Deskside Services-NorthIsland-Staffed","91.71.125403500","","Tangent Medix M24 AIO","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/12/2025 21:12:19","Lease Information Extract - HPFS Tangent","All-in-One","09/30/2021","08/11/2025","","10.0.19045"
"AO000098","","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-2nd Floor","2","Ravi Office APTA lab","Tangent MEDIX M24","APTA","C002593","Memorial Pav","09/21/2023","C17613M065","NTT-Deskside Services-RoyalJubilee-Staffed","91.71.125403500","Testing for TDOC","Tangent Medix M24 AIO","false","Microsoft Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","11/07/2024 14:44:13","HPFS-VIHA contract","All-in-One","09/30/2021","09/07/2024","",""
"AO000099","","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","0","CV0620","Tangent MEDIX M24","Device Integration","C002587","Main Building","03/26/2025","C17613M066","NTT-Deskside Services-NorthIsland-Staffed","91.71.125403500","","Tangent Medix M24 AIO","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/09/2025 22:01:06","Lease Information Extract - HPFS Tangent","All-in-One","09/30/2021","08/08/2025","","10.0.19045"
"AO000101","","VIHA-CVH-Comox Valley Hospital-Main Building-0th Floor","0","CV0620","Tangent Medix T22B AiO 3517U","Information Management/Information Technology (IM/IT)","HSS-1038940","Main Building","04/30/2025","C22305M041","NTT-Deskside Services-NorthIsland-Staffed","91.71.125403500","","","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/02/2025 21:26:30","Lease Information Extract - HPFS Tangent","All-in-One","09/30/2025","08/01/2025","","10.0.19045"
"AO000102","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","1","Hallway","Tangent Medix T22B AiO 3517U","ICU","HSS-1038941","Main Building","07/30/2025","C22305M045","NTT-Deskside Services-Nanaimo-Staffed","91.71.125403500","","Replace defective Tangent AO400212 INC2291421","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/10/2025 21:22:00","Lease Information Extract - HPFS Tangent","All-in-One","09/30/2025","08/09/2025","","10.0.19045"
"AO000105","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor","5","Hallway","Tangent Medix T22B AiO 3517U","General Medical and Renal","HSS-1038942","Tower","08/10/2025","C22305M047","NTT-Deskside Services-Nanaimo-Staffed","91.71.125403500","","","false","Windows 10 Enterprise","Operational","COS Device Management","Mobile Cart","08/13/2025 21:20:52","Lease Information Extract - HPFS Tangent","All-in-One","09/30/2025","08/12/2025","","10.0.19045"
"AO000106","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor","1","Outside Nursing Station (New Entrance)","Tangent MEDIX 22B V5"," ","HSS-8074427","Main Building","07/18/2025","C23202M018","NTT-Deskside Services-Cowichan-Remote","91.71.125403500","","","false","Windows 11 Enterprise","Operational","COS Device Management","Mobile Cart","08/10/2025 21:18:44","VIHATRP20230515-086","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
"AO000107","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","DT3531","Tangent MEDIX 22B V5","CCU","HSS-8073523","D&T","06/28/2025","C23202M086","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240450000","","","false","Windows 11 Enterprise","Operational","RJH CCU D&T 3","Mobile Cart","08/09/2025 21:35:12","VIHATRP20230410-020","All-in-One","05/31/2026","08/08/2025","","10.0.22631"
"AO000108","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","3","S385","TANGENT Medix 22b with fanless i7-10700T CPU, 16GB","PCC 3SE","HSS-8078338","PCC","07/19/2025","C23719M043","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.220402100","","","false","Windows 11 Enterprise","Operational","RJH Cardiac Surgery 3NW","Mobile Cart","08/09/2025 21:34:49","VIHATRP20230911-088","All-in-One","10/31/2027","08/08/2025","","10.0.22631"
"AO000109","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","CCV Unit Clerk Desk","Tangent MEDIX 22B V5","CVU","HSS-8073503","D&T","08/01/2025","C23202M033","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240450000","","","false","Windows 11 Enterprise","Operational","RJH CCU D&T 3","Mobile Cart","08/10/2025 21:06:02","VIHATRP20230410-002","All-in-One","05/31/2026","08/09/2025","","10.0.22631"
"AO000110","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","1st Floor","DT1398","TANGENT MEDIX 22B V9","Emergency","HSS-8094120","Diagnostic & Treatment","","C24102M019","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.310200000","","","false","Windows 11 Enterprise","Operational","RJH Emergency","Mobile Cart","08/14/2025 21:04:49","ISLHTRP20250630-001","All-in-One","05/31/2028","08/13/2025","","10.0.22631"
"AO000111","","VIHA-RJH-Royal Jubilee Hospital","D&T","Ortho Clinic","TANGENT MEDIX 22B V20","","HSS-1049378","","","C24C27M011","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.350651000","","","false","Windows 11 Enterprise","Operational","RJH Orthopedic Clinic","","08/09/2025 22:04:53","REQ1556430-RITM1642201-SCTASK2649700","All-in-One","04/30/2029","08/08/2025","","10.0.22631"
"AO000111LEG","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","Basement 1","B004 - Print Shop","Tangent MEDIX 22B V2","Device Management","HSS-8083709","Main Building","","C23801M045","NTT-Deskside Services-Nanaimo-Staffed","91.71.125403500","","","false","Microsoft Windows 10 Enterprise","Operational","COS Device Management","","03/24/2025 13:16:47","VIHATRP20240219-096","All-in-One","03/31/2028","02/14/2024","",""
"AO000112","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","3","DT3569","Tangent MEDIX 22B V5","CVU","HSS-8073502","Diagnostic & Treatment","06/28/2025","C23202M028","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240450000","","","false","Windows 11 Enterprise","Operational","RJH CCU D&T 3","Mobile Cart","08/09/2025 21:46:53","VIHATRP20230410-001","All-in-One","05/31/2026","08/08/2025","","10.0.22631"
"AO000114","","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","3","N385","Tangent MEDIX 22B V5","PCC 3NE","HSS-8074354","PCC","07/01/2025","C23106M054","NTT-Deskside Services-RoyalJubilee-Staffed","08.71.240300000","","","false","Windows 11 Enterprise","Operational","RJH ICU","Mobile Cart","08/10/2025 21:32:19","VIHATRP20230515-014","All-in-One","07/31/2026","08/09/2025","","10.0.22631"
