"company","serial_number","name","asset","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1854599-0009","AO000994-CRT","AO000994-CRT","ERGOTRON","SV43-2570-0","AO000994","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1800999-0004","AO000998-CRT","AO000998-CRT","ERGOTRON","SV43-2570-0","AO000998","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1269741-0038","AO001000-CRT","AO001000-CRT","ERGOTRON","C50-3510-0","AO001000","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1854605-0001","AO001002-CRT","AO001002-CRT","ERGOTRON","SV43-2570-0","AO001002","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1841539-0060","AO001003-CRT","AO001003-CRT","ERGOTRON","C50-3500-0","AO001003","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1854599-0012","AO001004-CRT","AO001004-CRT","ERGOTRON","SV43-2570-0","","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1826512-0065","AO001005-CRT","AO001005-CRT","ERGOTRON","C50-3500-0","AO001005","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor"
"Island Health","1854605-0031","AO001006-CRT","AO001006-CRT","ERGOTRON","SV43-2570-0","AO001006","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854599-0005","AO001007-CRT","AO001007-CRT","ERGOTRON","SV43-2570-0","AO001007","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1844008-0082","AO001009-CRT","AO001009-CRT","ERGOTRON","C50-3500-0","AO001009","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1297846-0054","AO001011-CRT","AO001011-CRT","ERGOTRON","C50-3510-0","AO001011","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1826612-0019","AO001013-CRT","AO001013-CRT","ERGOTRON","C50-3500-0","AO001013","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1297846-0055","AO001014-CRT","AO001014-CRT","ERGOTRON","C50-3500-0","AO001014","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor"
"Island Health","1854599-0029","AO001015-CRT","AO001015-CRT","ERGOTRON","SV43-2570-0","AO001015","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1854604-0035","AO001016-CRT","AO001016-CRT","ERGOTRON","SV43-2570-0","AO001016","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1269742-0049","AO001017-CRT","AO001017-CRT","ERGOTRON","C50-3510-0","AO001017","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1800998-0013","AO001018-CRT","AO001018-CRT","ERGOTRON","SV43-2570-0","AO001018","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1297846-0006","AO001019-CRT","AO001019-CRT","ERGOTRON","C50-3510-0","AO001019","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1886315-0048","AO001020-CRT","AO001020-CRT","ERGOTRON","C50-3510-0","AO001020","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1844312-0017","AO001021-CRT","AO001021-CRT","ERGOTRON","C50-3500-0","AO001021LEG","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1844312-0014","AO001022-CRT","AO001022-CRT","ERGOTRON","C50-3500-0","AO001022","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1844813-0071","AO001023-CRT","AO001023-CRT","ERGOTRON","C50-3500-0","AO001023","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1822913-0081","AO001025-CRT","AO001025-CRT","ERGOTRON","C50-3510-0","AO001025","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor"
"Island Health","1844813-0083","AO001026-CRT","AO001026-CRT","ERGOTRON","C50-3500-0","AO005275","VIHA-GLEN-Glengarry Hospital-Chandler Unit-1st Floor"
"Island Health","1801000-0062","AO001058-CRT","AO001058-CRT","ERGOTRON","SV43-2570-0","AO001058","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor"
"Island Health","1826036-0001","AO001059-CRT","AO001059-CRT","ERGOTRON","C50-3510-0","AO001059","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor"
"Island Health","1826612-0054","AO001064-CRT","AO001064-CRT","ERGOTRON","C50-3510-0","AO001064","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor"
"Island Health","1842508-0068","AO001065-CRT","AO001065-CRT","ERGOTRON","C50-3510-0","AO001065","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1844813-0047","AO001066-CRT","AO001066-CRT","ERGOTRON","C50-3510-0","AO001066","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor"
"Island Health","1824322-0094","AO001068-CRT","AO001068-CRT","ERGOTRON","C50-3500-0","AO001068","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1826917-0042","AO001069-CRT","AO001069-CRT","ERGOTRON","C50-3510-0","AO001069","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1844312-0015","AO001070-CRT","AO001070-CRT","ERGOTRON","C50-3510-0","AO001070","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1826513-0056","AO001074-CRT","AO001074-CRT","ERGOTRON","C50-3510-0","AO001074","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1826513-0025","AO001076-CRT","AO001076-CRT","ERGOTRON","C50-3510-0","AO001076","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1823425-0072","AO001078-CRT","AO001078-CRT","ERGOTRON","C50-3510-0","AO001078","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1841311-0044","AO001079-CRT","AO001079-CRT","ERGOTRON","C50-3510-0","AO001079","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-3rd Floor"
"Island Health","1827415-0078","AO001080-CRT","AO001080-CRT","ERGOTRON","C50-3500-0","AO001080","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor"
"Island Health","1845011-0012","AO001104-CRT","AO001104-CRT","ERGOTRON","SV41-6300-0","AO001104","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1826116-0027","AO001107-CRT","AO001107-CRT","ERGOTRON","C50-3510-0","AO001107","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-4th Floor"
"Island Health","1826612-0006","AO001124-CRT","AO001124-CRT","ERGOTRON","C50-3500-0","AO001124","VIHA-NQUPCC-North Quadra Urgent and Primary Care Centre-Main Building-1st Floor"
"Island Health","1268836-0008","AO001483-CRT","AO001483-CRT","ERGOTRON","C50-3510-0","AO001483","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor"
"Island Health","1269827-0031","AO001484-CRT","AO001484-CRT","ERGOTRON","C50-3510-0","AO001484","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1801000-0026","AO001492-CRT","AO001492-CRT","ERGOTRON","SV43-2570-0","AO001492","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-5th Floor"
"Island Health","1848907-0029","AO001493-CRT","AO001493-CRT","ERGOTRON","C50-3500-0","AO001493","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1854605-0025","AO001503-CRT","AO001503-CRT","ERGOTRON","SV43-2570-0","AO001503","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1854605-0024","AO001504-CRT","AO001504-CRT","ERGOTRON","SV43-2570-0","AO001504","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1854604-0001","AO001507-CRT","AO001507-CRT","ERGOTRON","SV43-2570-0","AO001507","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1854605-0023","AO001508-CRT","AO001508-CRT","ERGOTRON","SV43-2570-0","AO001508","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1854599-0025","AO001509-CRT","AO001509-CRT","ERGOTRON","SV43-2570-0","AO001509","VIHA-VGH-Victoria General Hospital-Main Building-7th Floor"
"Island Health","1854604-0031","AO001510-CRT","AO001510-CRT","ERGOTRON","SV43-2570-0","AO005704","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1297849-0009","AO001512-CRT","AO001512-CRT","ERGOTRON","C50-3510-0","AO001512","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854599-0015","AO001515-CRT","AO001515-CRT","ERGOTRON","SV43-2570-0","AO001515","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1842508-0050","AO001516-CRT","AO001516-CRT","ERGOTRON","C50-3500-0","AO001516","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1296600-0053","AO001520-CRT","AO001520-CRT","ERGOTRON","SV43-2570-0","AO001520","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1886405-0122","AO001528-CRT","AO001528-CRT","ERGOTRON","C50-3510-0","AO001528","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1886405-0105","AO001529-CRT","AO001529-CRT","ERGOTRON","C50-3510-0","AO001529","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1269741-0010","AO001530-CRT","AO001530-CRT","ERGOTRON","C50-3500-0","AO001530","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor"
"Island Health","1801000-0004","AO001534-CRT","AO001534-CRT","ERGOTRON","SV43-2570-0","AO001534","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1826513-0088","AO001535-CRT","AO001535-CRT","ERGOTRON","C50-3500-0","AO001535","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1854605-0029","AO001536-CRT","AO001536-CRT","ERGOTRON","SV43-2570-0","AO001536","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor"
"Island Health","1297850-0052","AO001537-CRT","AO001537-CRT","ERGOTRON","C50-3510-0","AO001537","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-6th Floor"
"Island Health","1854605-0030","AO001538-CRT","AO001538-CRT","ERGOTRON","SV43-2570-0","AO001538","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1854599-0019","AO001539-CRT","AO001539-CRT","ERGOTRON","SV43-2570-0","AO001539","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1854605-0037","AO001540-CRT","AO001540-CRT","ERGOTRON","SV43-2570-0","AO001540","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1854599-0014","AO001541-CRT","AO001541-CRT","ERGOTRON","SV43-2570-0","AO001541","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1854599-0003","AO001542-CRT","AO001542-CRT","ERGOTRON","SV43-2570-0","AO001542","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1854605-0039","AO001545-CRT","AO001545-CRT","ERGOTRON","SV43-2570-0","AO001545","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1854605-0002","AO001546-CRT","AO001546-CRT","ERGOTRON","SV43-2570-0","AO001546","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1854604-0008","AO001547-CRT","AO001547-CRT","ERGOTRON","SV43-2570-0","AO001547","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1854604-0021","AO001548-CRT","AO001548-CRT","ERGOTRON","SV43-2570-0","AO001548","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1854605-0005","AO001549-CRT","AO001549-CRT","ERGOTRON","SV43-2570-0","AO001549","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1901298-0001","AO001551-CRT","AO001551-CRT","ERGOTRON","C50-3500-0","AO001551","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1854599-0021","AO001552-CRT","AO001552-CRT","ERGOTRON","SV43-2570-0","AO001552","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1826513-0089","AO001555-CRT","AO001555-CRT","ERGOTRON","C50-3500-0","AO001555","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297848-0029","AO001556-CRT","AO001556-CRT","ERGOTRON","C50-3510-0","AO005220","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1854605-0004","AO001558-CRT","AO001558-CRT","ERGOTRON","SV43-2570-0","AO001558","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854604-0026","AO001559-CRT","AO001559-CRT","ERGOTRON","SV43-2570-0","AO001559","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1269828-0053","AO001560-CRT","AO001560-CRT","ERGOTRON","C50-3510-0","AO001560","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1826612-0065","AO001561-CRT","AO001561-CRT","ERGOTRON","C50-3510-0","AO001561","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1841714-0069","AO001562-CRT","AO001562-CRT","ERGOTRON","C50-3500-0","AO001562","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1842508-0075","AO001563-CRT","AO001563-CRT","ERGOTRON","SV43-2570-0","AO001563","VIHA-GRH-Gorge Road Hospital-Main Building-4th Floor"
"Island Health","1874501-0099","AO001564-CRT","AO001564-CRT","ERGOTRON","C50-3510-0","AO001564","VIHA-GRH-Gorge Road Hospital-Main Building"
"Island Health","1874501-0102","AO001571-CRT","AO001571-CRT","ERGOTRON","C50-3510-0","AO001571","VIHA-GRH-Gorge Road Hospital-Main Building"
"Island Health","1874548-0079","AO001572-CRT","AO001572-CRT","ERGOTRON","C50-3510-0","AO001572","VIHA-GRH-Gorge Road Hospital-Main Building"
"Island Health","1882307-0041","AO001576-CRT","AO001576-CRT","ERGOTRON","C50-3510-0","AO001576LEG","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor"
"Island Health","1874548-0057","AO001579-CRT","AO001579-CRT","ERGOTRON","C50-3510-0","AO001579","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor"
"Island Health","1874501-0046","AO001580-CRT","AO001580-CRT","ERGOTRON","C50-3510-0","AO001580","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1874548-0066","AO001581-CRT","AO001581-CRT","ERGOTRON","C50-3510-0","AO001581","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor"
"Island Health","1854599-0026","AO001582-CRT","AO001582-CRT","ERGOTRON","SV43-2570-0","AO001582","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1826116-0092","AO001584-CRT","AO001584-CRT","ERGOTRON","C50-3510-0","AO400046","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1826512-0099","AO001585-CRT","AO001585-CRT","ERGOTRON","C50-3510-0","AO001585","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1824347-0032","AO001586-CRT","AO001586-CRT","ERGOTRON","C50-3500-0","AO001586","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826512-0102","AO001587-CRT","AO001587-CRT","ERGOTRON","C50-3500-0","AO001587","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1824347-0033","AO001588-CRT","AO001588-CRT","ERGOTRON","C50-3500-0","AO001588","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1822783-0018","AO001589-CRT","AO001589-CRT","ERGOTRON","C50-3510-0","AO000042","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1826512-0080","AO001590-CRT","AO001590-CRT","ERGOTRON","C50-3500-0","AO001590","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826512-0103","AO001591-CRT","AO001591-CRT","ERGOTRON","C50-3510-0","AO001591","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826116-0075","AO001592-CRT","AO001592-CRT","ERGOTRON","C50-3500-0","AO005707","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1882116-0109","AO001593-CRT","AO001593-CRT","ERGOTRON","C50-3500-0","AO001593LEG","VIHA-GRH-Gorge Road Hospital-Main Building-2nd Floor"
"Island Health","1854604-0016","AO001597-CRT","AO001597-CRT","ERGOTRON","SV43-2570-0","AO001597","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor"
"Island Health","1854599-0007","AO001598-CRT","AO001598-CRT","ERGOTRON","SV43-2570-0","AO001598","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor"
"Island Health","1854605-0006","AO001599-CRT","AO001599-CRT","ERGOTRON","SV43-2570-0","AO001599","VIHA-RJH-Royal Jubilee Hospital-Richmond Pavilion-3rd Floor"
"Island Health","1854605-0018","AO001600-CRT","AO001600-CRT","ERGOTRON","SV43-2570-0","AO001600","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1296600-0003","AO001603-CRT","AO001603-CRT","ERGOTRON","C50-3510-0","AO001603","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","1269742-0024","AO001604-CRT","AO001604-CRT","ERGOTRON","C50-3510-0","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor"
"Island Health","1860603-0056","AO001605-CRT","AO001605-CRT","ERGOTRON","C50-3500-0","AO001605","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1823306-0023","AO001606-CRT","AO001606-CRT","ERGOTRON","C50-3500-0","AO000704","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1297849-0005","AO001607-CRT","AO001607-CRT","ERGOTRON","SV43-2570-0","AO001607","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor"
"Island Health","1297849-0029","AO001608-CRT","AO001608-CRT","ERGOTRON","SV43-2570-0","AO001608","VIHA-PHH-Port Hardy Hospital-Main Building-1st Floor"
"Island Health","1896907-0001","AO001609-CRT","AO001609-CRT","ERGOTRON","C50-3510-0","AO001609TRP","VIHA-PAHCCS-Port Alberni Home & Community Care Services-Main Building-1st Floor"
"Island Health","1326010-0041","AO001610-CRT","AO001610-CRT","ERGOTRON","C50-3500-0","AO001610","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building"
"Island Health","1929205-0134","AO001611-CRT","AO001611-CRT","ERGOTRON","C50-3510-0","AO001611","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1873973-0127","AO001612-CRT","AO001612-CRT","ERGOTRON","C50-3510-0","AO001612","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1822707-0030","AO001614-CRT","AO001614-CRT","ERGOTRON","C50-3500-0","AO001614","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","1826512-0101","AO001615-CRT","AO001615-CRT","ERGOTRON","C50-3510-0","AO001615","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-Basement 1"
"Island Health","1896397-0005","AO001637-CRT","AO001637-CRT","ERGOTRON","C50-3510-0","AO001637","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1896907-0013","AO001645-CRT","AO001645-CRT","ERGOTRON","C50-3510-0","AO001645","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1896906-0023","AO001646-CRT","AO001646-CRT","ERGOTRON","C50-3510-0","AO001646","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor"
"Island Health","1896906-0016","AO001658-CRT","AO001658-CRT","ERGOTRON","SV43-1310-0","AO001658","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","C21B16M020","AO001664","","","","","VIHA-GLEN-Glengarry Hospital-Fairfield Unit"
"Island Health","1937808-0044","AO001728-CRT","AO001728-CRT","ERGOTRON","C50-3510-0","AO000704","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor"
"Island Health","2014835-0060","AO001734-CRT","AO001734-CRT","ERGOTRON","C50-3510-0","AO001734","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","2010504-0087","AO001738-CRT","AO001738-CRT","ERGOTRON","C50-3510-0","AO001738","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","2010504-0067","AO001739-CRT","AO001739-CRT","Unknown Manufacturer","Unknown Part Number","AO001739","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","2010504-0050","AO001740-CRT","AO001740-CRT","Unknown Manufacturer","Unknown Part Number","AO001740","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","2010504-0035","AO001741-CRT","AO001741-CRT","Unknown Manufacturer","Unknown Part Number","AO001741","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","2010504-0044","AO001742-CRT","AO001742-CRT","Unknown Manufacturer","Unknown Part Number","AO001742","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor"
"Island Health","2026518-0001","AO001755-CRT","AO001755-CRT","ERGOTRON","SV43-2570-0","AO400056","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1297850-0044","AO005001-CRT","AO005001-CRT","ERGOTRON","C50-3510-0","AO005001","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor"
"Island Health","1822783-0031","AO005003-CRT","AO005003-CRT","ERGOTRON","C50-3500-0","AO005003","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1896906-0042","AO005004-CRT","AO005004-CRT","ERGOTRON","C50-3510-0","AO005004LEG","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1826116-0090","AO005005-CRT","AO005005-CRT","ERGOTRON","C50-3510-0","AO005005LEG","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1896397-0028","AO005006-CRT","AO005006-CRT","ERGOTRON","C50-3510-0","AO005006","VIHA-GRH-Gorge Road Hospital-Main Building"
"Island Health","1896906-0003","AO005007-CRT","AO005007-CRT","ERGOTRON","C50-3510-0","AO005007","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1896906-0058","AO005008-CRT","AO005008-CRT","ERGOTRON","C50-3510-0","AO005008","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1824347-0027","AO005009-CRT","AO005009-CRT","ERGOTRON","C50-3510-0","AO005009LEG","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1896906-0027","AO005010-CRT","AO005010-CRT","ERGOTRON","C50-3510-0","AO005010","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor"
"Island Health","1844008-0006","AO005011-CRT","AO005011-CRT","ERGOTRON","C50-3500-0","AO005011","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-7th Floor"
"Island Health","1801000-0056","AO005012-CRT","AO005012-CRT","ERGOTRON","SV43-2570-0","AO005012","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-8th Floor"
"Island Health","1826513-0087","AO005014-CRT","AO005014-CRT","ERGOTRON","C50-3500-0","AO005014","VIHA-PRIO-Priory Hospital-Heritage Woods"
"Island Health","1297850-0004","AO005017-CRT","AO005017-CRT","ERGOTRON","SV43-2570-0","AO005017","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1297850-0049","AO005018-CRT","AO005018-CRT","ERGOTRON","SV43-2570-0","AO005018","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1854604-0022","AO005019-CRT","AO005019-CRT","ERGOTRON","SV43-2570-0","AO005019","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1854605-0022","AO005020-CRT","AO005020-CRT","ERGOTRON","SV43-2570-0","AO005020","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1854604-0011","AO005021-CRT","AO005021-CRT","ERGOTRON","SV43-2570-0","AO005021","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1854605-0015","AO005022-CRT","AO005022-CRT","ERGOTRON","SV43-2570-0","AO005022","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1854604-0037","AO005023-CRT","AO005023-CRT","ERGOTRON","SV43-2570-0","AO005023","VIHA-VGH-Victoria General Hospital-Main Building-5th Floor"
"Island Health","1854605-0007","AO005025-CRT","AO005025-CRT","ERGOTRON","SV43-2570-0","AO005025","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854605-0016","AO005026-CRT","AO005026-CRT","ERGOTRON","SV43-2570-0","AO005026","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854604-0019","AO005027-CRT","AO005027-CRT","ERGOTRON","SV43-2570-0","AO005027","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854599-0034","AO005030-CRT","AO005030-CRT","ERGOTRON","SV43-2570-0","AO005030","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1269741-0028","AO005031-CRT","AO005031-CRT","ERGOTRON","C50-3510-0","AO005031","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854604-0029","AO005032-CRT","AO005032-CRT","ERGOTRON","SV43-2570-0","AO005032","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854604-0013","AO005033-CRT","AO005033-CRT","ERGOTRON","SV43-2570-0","AO005033","VIHA-VGH-Victoria General Hospital-Main Building-6th Floor"
"Island Health","1854605-0028","AO005035-CRT","AO005035-CRT","ERGOTRON","SV43-2570-0","AO005035","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor"
"Island Health","1854599-0016","AO005036-CRT","AO005036-CRT","ERGOTRON","SV43-2570-0","AO005036","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-Basement 1"
"Island Health","1873208-0121","AO005040-CRT","AO005040-CRT","ERGOTRON","C50-3500-0","AO005040","VIHA-NQUPCC-North Quadra Urgent and Primary Care Centre-Main Building-1st Floor"
"Island Health","1896907-0032","AO005041-CRT","AO005041-CRT","ERGOTRON","C50-3500-0","AO005041","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
"Island Health","1896906-0031","AO005043-CRT","AO005043-CRT","ERGOTRON","C50-3500-0","AO005043","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor"
