"company","serial_number","name","asset","manufacturer","u_manufacturer_part_number","u_parent_asset","location"
"Island Health","1269742-0049","C000296","","","","",""
"Island Health","1266130-0069","C000298","","","","",""
"Island Health","1269741-0055","C000300","","","","",""
"Island Health","1269741-0016","C000302","","","","",""
"Island Health","1269742-0016","C000304","","","","",""
"Island Health","1269828-0029","C000306","","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269741-0054","C000308","","","","",""
"Island Health","1269741-0038","C000310","","","","",""
"Island Health","1260741-0030","C000312","","","","",""
"Island Health","1269741-0024","C000316","","","","",""
"Island Health","1269741-0042","C000318","","","","",""
"Island Health","1269741-0029","C000322","","","","",""
"Island Health","1269742-0041","C000331","","","","",""
"Island Health","1269742-0019","C000334","","","","",""
"Island Health","1269741-0045","C000336","","","","",""
"Island Health","1266130-0029","C000338","","","","",""
"Island Health","1269742-0038","C000340","","","","",""
"Island Health","1269828-0025","C000342","","","","",""
"Island Health","1269741-0033","C000344","","","","",""
"Island Health","1269741-0037","C000346","","","","",""
"Island Health","1269742-0001","C000348","","","","",""
"Island Health","1269742-0036","C000350","","","","",""
"Island Health","1269741-0051","C000352","","","","",""
"Island Health","1269741-0015","C000354","","","","",""
"Island Health","1269742-0005","C000356","","","","",""
"Island Health","1269742-0050","C000358","","","","","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor"
"Island Health","1269741-0001","C000360","","","","",""
"Island Health","1269828-0035","C000362","","","","","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor"
"Island Health","1269741-0036","C000364","","","","",""
"Island Health","1269827-0033","C000366","","","","",""
"Island Health","1269828-0053","C000368","","","","",""
"Island Health","1269827-0031","C000370","","","","",""
"Island Health","1269742-0043","C000372","","","","",""
"Island Health","1269828-0048","C000391","","","","",""
"Island Health","1269742-0047","C000393","","","","",""
"Island Health","1269741-0002","C000395","","","","",""
"Island Health","1269742-0026","C000397","","","","",""
"Island Health","1269741-0035","C000399","","","","",""
"Island Health","1269742-0031","C000401","","","","",""
"Island Health","1269828-0032","C000403","","","","",""
"Island Health","1269828-0034","C000426","","","","",""
"Island Health","1269741-0032","C000428","","","","",""
"Island Health","1269828-0047","C000430","","","","",""
"Island Health","1269742-0003","C000432","","","","",""
"Island Health","1269741-0034","C000434","","","","",""
"Island Health","1269742-0051","C000436","","","","",""
"Island Health","1269828-0024","C000438","","","","",""
"Island Health","1269828-0042","C000440","","","","",""
"Island Health","1269742-0034","C000442","","","","",""
"Island Health","1269742-0035","C000444","","","","",""
"Island Health","1269828-0044","C000446","","","","",""
"Island Health","1269828-0051","C000448","","","","",""
"Island Health","1269828-0046","C000450","","","","",""
"Island Health","1269742-0023","C000452","","","","",""
"Island Health","1269742-0046","C000454","","","","",""
"Island Health","1269742-0021","C000456","","","","",""
"Island Health","1269742-0055","C000458","","","","",""
"Island Health","1269742-0008","C000460","","","","",""
"Island Health","1269742-0010","C000462","","","","",""
"Island Health","1269742-0053","C000464","","","","",""
"Island Health","1269742-0040","C000467","","","","",""
"Island Health","1269742-0030","C000471","","","","",""
"Island Health","1269827-0027","C000473","","","","",""
"Island Health","1269828-0045","C000479","","","","",""
"Island Health","1269828-0040","C000481","","","","",""
"Island Health","1269827-0038","C000492","","","","",""
"Island Health","1269742-0048","C000509","","","","",""
"Island Health","1269827-0032","C000513","","","","",""
"Island Health","1269742-0002","C000515","","","","",""
"Island Health","1269742-0052","C000517","","","","",""
"Island Health","1269741-0053","C000521","","","","",""
"Island Health","1269828-0036","C000526","","","","",""
"Island Health","1269828-0049","C000528","","","","",""
"Island Health","1269828-0031","C000545","","","","",""
"Island Health","1269828-0033","C000548","","","","",""
"Island Health","1269742-0011","C000550","","","","",""
"Island Health","1269828-0030","C000552","","","","",""
"Island Health","1269828-0052","C000554","","","","",""
"Island Health","1269742-0013","C000558","","","","",""
"Island Health","1269742-0033","C000679","","","","",""
"Island Health","1269828-0054","C001508","","","","",""
"Island Health","1297850-0006","C002343","","","","",""
"Island Health","1297847-0033","C002361","","","","",""
"Island Health","1297846-0003","C002362","","","","","VIHA-VGH-Victoria General Hospital-Main Building-4th Floor"
"Island Health","1297846-0021","C002363","","","","",""
"Island Health","1297846-0005","C002364","","","","",""
"Island Health","1297846-0017","C002385","","","","",""
"Island Health","1296598-0013","C002506","","","","",""
"Island Health","1296598-0010","C002507","","","","",""
"Island Health","1296598-0019","C002508","","","","",""
"Island Health","1297848-0033","C002509","","","","",""
"Island Health","1297848-0023","C002510","","","","",""
"Island Health","1297848-0047","C002511","","","","",""
"Island Health","1297848-0054","C002512","","","","",""
"Island Health","1297848-0051","C002513","","","","",""
"Island Health","1297848-0050","C002514","","","","",""
"Island Health","1297848-0035","C002515","","","","",""
"Island Health","1297848-0049","C002516","","","","",""
"Island Health","1297848-0040","C002517","","","","",""
"Island Health","1297848-0020","C002518","","","","",""
"Island Health","1297848-0064","C002519","","","","",""
"Island Health","1297848-0052","C002520","","","","",""
"Island Health","1296598-0014","C002566","","","","",""
"Island Health","1296598-0012","C002567","","","","",""
"Island Health","1297848-0062","C002695","","","","",""
"Island Health","1297848-0065","C002696","","","","",""
"Island Health","1297848-0026","C002697","","","","",""
"Island Health","1297848-0027","C002698","","","","",""
"Island Health","1297848-0021","C002699","","","","",""
"Island Health","1297848-0061","C002700","","","","",""
"Island Health","1297848-0042","C002701","","","","",""
"Island Health","1297848-0036","C002702","","","","",""
"Island Health","1297848-0045","C002703","","","","",""
"Island Health","1297848-0024","C002704","","","","",""
"Island Health","1297848-0057","C002705","","","","",""
"Island Health","1297848-0019","C002706","","","","",""
"Island Health","1297848-0053","C002707","","","","",""
"Island Health","1297848-0060","C002708","","","","",""
"Island Health","1297848-0011","C002709","","","","",""
"Island Health","1297848-0017","C002710","","","","",""
"Island Health","1297848-0012","C002711","","","","",""
"Island Health","1297848-0048","C002712","","","","",""
"Island Health","1297848-0025","C002713","","","","",""
"Island Health","1297848-0058","C002714","","","","",""
"Island Health","1297848-0063","C002715","","","","",""
"Island Health","1297848-0037","C002717","","","","",""
"Island Health","1297848-0014","C002718","","","","",""
"Island Health","1297848-0059","C002719","","","","",""
"Island Health","1297848-0034","C002720","","","","",""
"Island Health","1297848-0015","C002721","","","","",""
"Island Health","1297848-0018","C002722","","","","",""
"Island Health","1297848-0032","C002723","","","","",""
"Island Health","1297848-0009","C002724","","","","",""
"Island Health","1297848-0029","C002725","","","","",""
"Island Health","1297848-0043","C002726","","","","",""
"Island Health","1297848-0022","C002727","","","","",""
"Island Health","1297848-0013","C002728","","","","",""
"Island Health","1297848-0008","C002729","","","","",""
"Island Health","1297848-0002","C002730","","","","",""
"Island Health","1297848-0004","C002731","","","","",""
"Island Health","1297848-0010","C002732","","","","",""
"Island Health","1297848-0038","C002733","","","","",""
"Island Health","1297848-0016","C002734","","","","",""
"Island Health","1297848-0030","C002735","","","","",""
"Island Health","1297848-0007","C002737","","","","",""
"Island Health","1297848-0039","C002738","","","","",""
"Island Health","1399174-0005","C002841","","","","",""
"Island Health","1399174-0044","C002842","","","","",""
"Island Health","1399174-0016","C002843","","","","",""
"Island Health","1399174-0032","C002844","","","","",""
"Island Health","1399174-0045","C002845","","","","",""
"Island Health","1399174-0020","C002846","","","","",""
"Island Health","1399174-0003","C002847","","","","",""
"Island Health","1399174-0038","C002848","","","","",""
"Island Health","1399174-0004","C002849","","","","",""
"Island Health","1399174-0029","C002850","","","","",""
"Island Health","1399174-0006","C002851","","","","",""
"Island Health","1399174-0015","C002852","","","","",""
"Island Health","1359497-0074","C002853","","","","",""
"Island Health","1359497-0076","C002854","","","","",""
"Island Health","1328164-0097","C002855","","","","",""
"Island Health","1324266-0065","C002856","","","","",""
"Island Health","1324266-0083","C002857","","","","",""
"Island Health","1328164-0110","C002858","","","","",""
"Island Health","1328164-0099","C002859","","","","",""
"Island Health","1328164-0042","C002860","","","","",""
"Island Health","1328164-0038","C002861","","","","",""
"Island Health","1324266-0082","C002862","","","","",""
"Island Health","1328164-0098","C002863","","","","",""
"Island Health","1324266-0081","C002864","","","","",""
"Island Health","1328164-0045","C002865","","","","",""
"Island Health","1328164-0100","C002866","","","","",""
"Island Health","1328164-0022","C002867","","","","",""
"Island Health","1328164-0060","C002868","","","","",""
"Island Health","1324266-0110","C002869","","","","",""
"Island Health","1328164-0061","C002870","","","","",""
"Island Health","1328164-0053","C002871","","","","",""
"Island Health","1334108-0058","C002872","","","","",""
"Island Health","1328164-0090","C002873","","","","",""
"Island Health","1328164-0046","C002874","","","","",""
"Island Health","1399174-0013","C002875","","","","",""
"Island Health","1399174-0010","C002876","","","","",""
"Island Health","1359919-0004","C002877","","","","",""
"Island Health","1334108-0060","C002878","","","","",""
"Island Health","1399174-0001","C002879","","","","",""
"Island Health","1399174-0008","C002880","","","","",""
"Island Health","1399174-0028","C002881","","","","",""
"Island Health","1399174-0014","C002882","","","","",""
"Island Health","1399174-0031","C002883","","","","",""
"Island Health","1399174-0009","C002884","","","","",""
"Island Health","1399174-0046","C002885","","","","",""
"Island Health","1399174-0019","C002886","","","","",""
"Island Health","1399174-0033","C002887","","","","",""
"Island Health","1399174-0042","C002888","","","","",""
"Island Health","1399174-0017","C002889","","","","",""
"Island Health","1421197-0019","C003003","","","","",""
"Island Health","1393797-0014","C003004","","","","",""
"Island Health","1393797-0012","C003005","","","","",""
"Island Health","1393797-0009","C003006","","","","",""
"Island Health","1393797-0011","C003007","","","","",""
"Island Health","1393797-0010","C003008","","","","",""
"Island Health","1334108-0014","C003009","","","","",""
"Island Health","1360677-0053","C003010","","","","",""
"Island Health","1366798-0084","C003011","","","","",""
"Island Health","1366798-0079","C003012","","","","",""
"Island Health","1357146-0017","C003013","","","","",""
"Island Health","1366798-0076","C003014","","","","",""
"Island Health","1393797-0023","C003015","","","","",""
"Island Health","1393797-0005","C003016","","","","",""
"Island Health","1393797-0024","C003017","","","","",""
"Island Health","1393797-0013","C003018","","","","",""
"Island Health","1393797-0016","C003019","","","","",""
"Island Health","1393797-0017","C003020","","","","",""
"Island Health","1393797-0025","C003021","","","","",""
"Island Health","1421197-0023","C003022","","","","",""
"Island Health","1393797-0007","C003023","","","","",""
"Island Health","1393797-0015","C003024","","","","",""
"Island Health","1393797-0018","C003025","","","","",""
"Island Health","1393797-0006","C003026","","","","",""
"Island Health","1393797-0008","C003027","","","","",""
"Island Health","1393797-0019","C003028","","","","",""
"Island Health","1393797-0022","C003029","","","","",""
"Island Health","1393797-0021","C003030","","","","",""
"Island Health","1393797-0020","C003031","","","","",""
"Island Health","1366798-0080","C003032","","","","",""
"Island Health","1366798-0077","C003033","","","","",""
"Island Health","1357146-0020","C003034","","","","",""
"Island Health","1359919-0086","C003035","","","","",""
"Island Health","1362052-0018","C003036","","","","",""
"Island Health","1367294-0047","C003037","","","","",""
"Island Health","1366798-0078","C003038","","","","",""
"Island Health","1393797-0030","C003039","","","","",""
"Island Health","1393797-0034","C003040","","","","",""
"Island Health","1393797-0029","C003041","","","","",""
"Island Health","1393797-0032","C003042","","","","",""
"Island Health","1393797-0031","C003043","","","","",""
"Island Health","1399175-0026","C003045","","","","",""
"Island Health","1399175-0033","C003046","","","","",""
"Island Health","1399175-0022","C003047","","","","",""
"Island Health","1399175-0023","C003048","","","","",""
"Island Health","1399175-0032","C003049","","","","",""
"Island Health","1399175-0027","C003050","","","","",""
"Island Health","1399175-0030","C003051","","","","",""
"Island Health","1399175-0018","C003052","","","","",""
"Island Health","1399175-0016","C003053","","","","",""
"Island Health","1399175-0017","C003054","","","","",""
"Island Health","1399175-0024","C003055","","","","",""
"Island Health","1399175-0019","C003056","","","","",""
"Island Health","1399175-0038","C003057","","","","",""
"Island Health","1399175-0021","C003058","","","","",""
"Island Health","1399175-0006","C003059","","","","",""
"Island Health","1399176-0033","C003060","","","","",""
"Island Health","1399175-0005","C003061","","","","",""
"Island Health","1399176-0034","C003062","","","","",""
"Island Health","1399175-0020","C003063","","","","",""
"Island Health","1399175-0028","C003064","","","","",""
"Island Health","1399176-0032","C003065","","","","",""
"Island Health","1399176-0031","C003066","","","","",""
"Island Health","1393797-0040","C003067","","","","",""
"Island Health","1393797-0038","C003068","","","","",""
"Island Health","1399176-0028","C003069","","","","",""
"Island Health","1399176-0010","C003070","","","","",""
"Island Health","1399176-0024","C003071","","","","",""
"Island Health","1399176-0009","C003072","","","","",""
"Island Health","1399176-0007","C003073","","","","",""
"Island Health","1399176-0027","C003074","","","","",""
"Island Health","1399176-0023","C003075","","","","",""
"Island Health","1399176-0008","C003076","","","","",""
"Island Health","1461798-0001","C003521","","","","",""
"Island Health","1297850-0051","C003667","","","","",""
"Island Health","1297850-0030","C003669","","","","",""
"Island Health","1297850-0013","C003671","","","","",""
"Island Health","1297850-0052","C003800","","","","",""
"Island Health","1297850-0018","C003804","","","","",""
"Island Health","1297846-0015","C003808","","","","",""
"Island Health","1297846-0036","C003817","","","","",""
"Island Health","1297850-0021","C003818","","","","",""
"Island Health","1297850-0007","C003828","","","","",""
"Island Health","1297850-0005","C003832","","","","",""
"Island Health","1297850-0048","C003836","","","","",""
"Island Health","1297850-0053","C003837","","","","",""
"Island Health","GC5904B16112744","C003849","","","","",""
"Island Health","GC5904B16112749","C003850","","","","",""
"Island Health","GC5904B16112748","C003851","","","","",""
"Island Health","1297850-0060","C003857","","","","",""
"Island Health","1297850-0061","C003858","","","","","VIHA-RJH-Royal Jubilee Hospital"
"Island Health","1297850-0001","C003862","","","","",""
"Island Health","1297846-0035","C003869","","","","",""
"Island Health","1297846-0025","C003876","","","","",""
"Island Health","1297850-0012","C003882","","","","",""
"Island Health","1297850-0059","C003883","","","","",""
"Island Health","1297850-0020","C003884","","","","",""
"Island Health","1297850-0023","C003885","","","","",""
"Island Health","1297846-0028","C003886","","","","",""
"Island Health","1297850-0042","C003887","","","","",""
"Island Health","1297846-0029","C003888","","","","",""
"Island Health","1297850-0049","C003889","","","","",""
"Island Health","1297846-0055","C003934","","","","",""
"Island Health","1297850-0016","C003949","","","","",""
"Island Health","1297850-0057","C003950","","","","",""
"Island Health","1297850-0025","C003951","","","","",""
"Island Health","1297850-0010","C003952","","","","",""
"Island Health","1297850-0040","C003953","","","","",""
"Island Health","1297850-0017","C003954","","","","",""
"Island Health","1297846-0033","C003955","","","","",""
"Island Health","1297846-0026","C003956","","","","",""
"Island Health","1297846-0024","C003957","","","","",""
"Island Health","1297846-0012","C003958","","","","",""
"Island Health","1297850-0058","C003959","","","","",""
"Island Health","1297847-0040","C003960","","","","",""
"Island Health","1297850-0055","C003961","","","","",""
"Island Health","1297846-0032","C003962","","","","",""
"Island Health","1297850-0039","C003963","","","","",""
"Island Health","1297850-0062","C003964","","","","",""
"Island Health","1297850-0024","C003965","","","","",""
"Island Health","1297846-0031","C003966","","","","",""
"Island Health","1297850-0014","C003967","","","","",""
"Island Health","1297850-0047","C003968","","","","",""
"Island Health","1297850-0015","C003969","","","","",""
"Island Health","1297850-0046","C003970","","","","",""
"Island Health","1297850-0034","C003971","","","","",""
"Island Health","1297850-0022","C003972","","","","",""
"Island Health","1297850-0033","C003978","","","","",""
"Island Health","1297850-0028","C003981","","","","",""
"Island Health","1297850-0050","C003997","","","","",""
"Island Health","1297850-0032","C003998","","","","",""
"Island Health","1297850-0063","C004000","","","","",""
"Island Health","1297850-0035","C004002","","","","",""
"Island Health","1297850-0043","C004004","","","","",""
"Island Health","1297850-0011","C004006","","","","",""
"Island Health","1297846-0004","C004007","","","","",""
"Island Health","1297846-0023","C004008","","","","",""
"Island Health","1297846-0039","C004009","","","","",""
"Island Health","1297847-0042","C004010","","","","",""
"Island Health","1297846-0051","C004011","","","","",""
"Island Health","1297846-0034","C004012","","","","","VIHA-LMH-Lady Minto Hospital-Main Building-1st Floor"
"Island Health","1297846-0001","C004013","","","","",""
"Island Health","1297846-0050","C004014","","","","",""
"Island Health","1297846-0040","C004015","","","","",""
"Island Health","1297846-0054","C004016","","","","",""
"Island Health","1297850-0038","C004054","","","","",""
"Island Health","1297846-0013","C004056","","","","",""
"Island Health","1297850-0037","C004057","","","","",""
"Island Health","1297846-0020","C004058","","","","",""
"Island Health","1297850-0004","C004059","","","","",""
"Island Health","1297846-0009","C004061","","","","",""
"Island Health","1297846-0043","C004089","","","","",""
"Island Health","1297846-0044","C004090","","","","",""
"Island Health","1297846-0047","C004091","","","","",""
"Island Health","1297846-0011","C004092","","","","",""
"Island Health","1297846-0057","C004093","","","","",""
"Island Health","1297846-0037","C004094","","","","",""
"Island Health","1297848-0005","C004095","","","","",""
"Island Health","1297846-0038","C004096","","","","",""
"Island Health","1297847-0045","C004097","","","","",""
"Island Health","1297846-0045","C004098","","","","",""
"Island Health","1297848-0006","C004099","","","","",""
"Island Health","1297846-0016","C004100","","","","",""
"Island Health","1297847-0004","C004111","","","","",""
"Island Health","1297846-0041","C004112","","","","",""
"Island Health","1297846-0002","C004113","","","","",""
"Island Health","1297846-0056","C004114","","","","",""
"Island Health","1297846-0048","C004115","","","","",""
"Island Health","1297846-0022","C004116","","","","",""
"Island Health","1297846-0052","C004117","","","","",""
"Island Health","1297846-0042","C004118","","","","",""
"Island Health","1297846-0014","C004119","","","","",""
"Island Health","1302686-0002","C004120","","","","",""
"Island Health","1302686-0003","C004122","","","","",""
"Island Health","1356695-0001","C004168","","","","",""
"Island Health","1269741-0028","C004177","","","","",""
"Island Health","1328164-0049","C004180","","","","",""
"Island Health","1324266-0063","C004181","","","","",""
"Island Health","1328164-0056","C004182","","","","",""
"Island Health","1359497-0075","C004183","","","","",""
"Island Health","1328164-0092","C004184","","","","",""
"Island Health","1359919-0003","C004185","","","","",""
"Island Health","1359919-0005","C004186","","","","",""
"Island Health","1328164-0059","C004187","","","","",""
"Island Health","1328164-0058","C004188","","","","",""
"Island Health","1328164-0095","C004189","","","","",""
"Island Health","1399174-0018","C004190","","","","","VIHA-CVH-Comox Valley Hospital"
"Island Health","1328164-0041","C004191","","","","",""
"Island Health","1359497-0072","C004192","","","","",""
"Island Health","1324266-0064","C004193","","","","",""
"Island Health","1328164-0055","C004194","","","","",""
"Island Health","1328164-0051","C004195","","","","",""
"Island Health","1359497-0073","C004196","","","","",""
"Island Health","1328164-0052","C004197","","","","",""
"Island Health","1359497-0070","C004198","","","","",""
"Island Health","1328164-0057","C004199","","","","",""
"Island Health","1328164-0043","C004200","","","","",""
"Island Health","1328164-0044","C004201","","","","",""
"Island Health","1324266-0062","C004202","","","","",""
"Island Health","1328164-0040","C004203","","","","",""
"Island Health","1316782-0056","C004204","","","","",""
"Island Health","1328164-0048","C004205","","","","",""
"Island Health","1328164-0050","C004206","","","","",""
"Island Health","1328164-0024","C004207","","","","",""
"Island Health","1399174-0027","C004208","","","","",""
"Island Health","1399174-0049","C004209","","","","",""
"Island Health","1399174-0039","C004210","","","","",""
"Island Health","1399174-0024","C004211","","","","",""
"Island Health","1399174-0048","C004212","","","","",""
"Island Health","1399174-0021","C004213","","","","",""
"Island Health","1399174-0034","C004214","","","","",""
"Island Health","1399174-0047","C004215","","","","",""
"Island Health","1399174-0050","C004216","","","","",""
"Island Health","1399174-0011","C004217","","","","",""
"Island Health","1399174-0036","C004218","","","","",""
"Island Health","1399174-0037","C004219","","","","",""
"Island Health","1399174-0022","C004220","","","","",""
"Island Health","1399174-0007","C004221","","","","",""
"Island Health","1399174-0041","C004222","","","","",""
"Island Health","1399174-0035","C004223","","","","",""
"Island Health","1399174-0043","C004224","","","","",""
"Island Health","1399174-0025","C004225","","","","",""
"Island Health","1399174-0002","C004226","","","","",""
"Island Health","1399174-0023","C004227","","","","",""
"Island Health","1399174-0040","C004228","","","","",""
"Island Health","1399174-0030","C004229","","","","",""
"Island Health","1399174-0012","C004230","","","","",""
"Island Health","1399174-0026","C004231","","","","",""
"Island Health","1421197-0021","C004477","","ERGOTRON","SV43-1310-0","",""
"Island Health","1270106-0036","C005018","","","","",""
"Island Health","1270106-0035","C005019","","","","",""
"Island Health","1270106-0031","C005020","","","","",""
"Island Health","1270106-0032","C005022","","","","",""
"Island Health","1269828-0006","C005023","","","","",""
"Island Health","1269345-0031","C005024","","","","",""
"Island Health","1269828-0007","C005025","","","","",""
"Island Health","1269345-0033","C005026","","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1269345-0034","C005027","","","","",""
"Island Health","1269828-0004","C005033","","","","",""
"Island Health","1269828-0013","C005051","","","","",""
"Island Health","1269345-0041","C005052","","","","",""
"Island Health","1269345-0039","C005054","","","","",""
"Island Health","1269345-0003","C005055","","","","",""
"Island Health","1269345-0042","C005061","","","","",""
"Island Health","1269828-0014","C005063","","","","",""
"Island Health","1269345-0004","C005065","","","","",""
"Island Health","1269742-0040","C005066","","","","",""
"Island Health","1269345-0006","C005067","","","","",""
"Island Health","1269828-0015","C005068","","","","",""
"Island Health","1269828-0012","C005069","","","","",""
"Island Health","1269345-0005","C005075","","","","",""
"Island Health","1270106-0009","C005076","","","","",""
"Island Health","1270106-0053","C005082","","","","",""
"Island Health","1270106-0026","C005084","","","","",""
"Island Health","1270106-0008","C005158","","","","",""
"Island Health","1270106-0007","C005159","","","","",""
"Island Health","1270106-0023","C005164","","","","",""
"Island Health","1270106-0024","C005165","","","","",""
"Island Health","1269828-0023","C005166","","","","",""
"Island Health","1269827-0024","C005169","","","","",""
"Island Health","1270106-0010","C005175","","","","",""
"Island Health","1270106-0051","C005176","","","","",""
"Island Health","1269828-0021","C005182","","","","",""
"Island Health","1269828-0020","C005183","","","","",""
"Island Health","1269827-0008","C005184","","","","",""
"Island Health","1269827-0007","C005185","","","","",""
"Island Health","1269827-0006","C005186","","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor"
"Island Health","1270106-0054","C005187","","","","",""
"Island Health","1269827-0021","C005188","","","","",""
"Island Health","1269827-0001","C005194","","","","",""
"Island Health","1269827-0003","C005195","","","","",""
"Island Health","1269827-0004","C005197","","","","",""
"Island Health","1269345-0027","C005230","","","","",""
"Island Health","1269345-0028","C005232","","","","",""
"Island Health","1269828-0011","C005234","","","","",""
"Island Health","1269827-0011","C005235","","","","",""
"Island Health","1269345-0029","C005241","","","","",""
"Island Health","NA","C005242","","","","","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1"
"Island Health","1269827-0009","C005248","","","","",""
"Island Health","1269827-0012","C005249","","","","",""
"Island Health","1269345-0020","C005250","","","","",""
"Island Health","1269345-0046","C005251","","","","",""
"Island Health","1270106-0001","C005252","","","","",""
"Island Health","1270106-0002","C005253","","","","",""
"Island Health","1269827-0010","C005254","","","","",""
"Island Health","1296598-0021","C005258","","","","",""
"Island Health","1296598-0016","C005259","","","","",""
"Island Health","1297848-0041","C005260","","","","",""
"Island Health","1296598-0020","C005261","","","","",""
"Island Health","1296598-0002","C005262","","","","",""
"Island Health","1297848-0046","C005263","","","","",""
"Island Health","1297848-0031","C005264","","","","",""
"Island Health","1296598-0015","C005265","","","","",""
"Island Health","1297848-0055","C005266","","","","",""
"Island Health","1297849-0003","C005267","","","","",""
"Island Health","1269345-0015","C005279","","","","",""
"Island Health","1269828-0010","C005280","","","","",""
"Island Health","1269345-0011","C005281","","","","",""
"Island Health","1269345-0012","C005311","","","","",""
"Island Health","1269345-0013","C005312","","","","",""
"Island Health","1269345-0014","C005313","","","","",""
"Island Health","1269345-0017","C005314","","","","",""
"Island Health","1269345-0016","C005315","","","","",""
"Island Health","1269345-0018","C005321","","","","",""
"Island Health","1270106-0029","C005326","","","","",""
"Island Health","1270106-0037","C005327","","","","",""
"Island Health","1270106-0030","C005328","","","","",""
"Island Health","1269345-0001","C005329","","","","",""
"Island Health","1269345-0022","C005336","","","","",""
"Island Health","1269345-0009","C005337","","","","",""
"Island Health","1269345-0021","C005339","","","","",""
"Island Health","1269345-0007","C005340","","","","",""
"Island Health","1269345-0010","C005341","","","","",""
"Island Health","1269827-0016","C005342","","","","",""
"Island Health","1269827-0028","C005343","","","","",""
"Island Health","1269345-0035","C005344","","","","",""
"Island Health","1269345-0037","C005346","","","","",""
"Island Health","1269345-0036","C005347","","","","",""
"Island Health","1269345-0038","C005348","","","","",""
"Island Health","1269345-0023","C005354","","","","",""
"Island Health","1269345-0024","C005355","","","","",""
"Island Health","1269345-0025","C005356","","","","",""
"Island Health","1270106-0039","C005393","","","","",""
"Island Health","1270106-0041","C005396","","","","",""
"Island Health","1270106-0005","C005403","","","","",""
"Island Health","1269345-0002","C005404","","","","",""
"Island Health","1269828-0003","C005405","","","","",""
"Island Health","1270106-0006","C005413","","","","",""
"Island Health","1269827-0025","C005414","","","","",""
"Island Health","1270106-0043","C005421","","","","",""
"Island Health","1270106-0044","C005422","","","","",""
"Island Health","1269828-0001","C005424","","","","",""
"Island Health","1269827-0019-DUP","C005425-DUP","","","","",""
"Island Health","1269827-0017","C005426","","","","",""
"Island Health","1269827-0018","C005428","","","","",""
"Island Health","1268836-0019","C005511","","","","",""
"Island Health","1270106-0045","C005513","","","","",""
"Island Health","1269345-0044","C005516","","","","",""
"Island Health","1270106-0033","C005520","","","","",""
"Island Health","1269827-0013","C005525","","","","",""
"Island Health","1270106-0027","C005529","","","","",""
"Island Health","1270106-0016","C005531","","","","",""
"Island Health","1270106-0015","C005534","","","","",""
"Island Health","1270106-0018","C005614","","","","",""
"Island Health","1270106-0017","C005617","","","","",""
"Island Health","1270106-0020","C005619","","","","",""
"Island Health","1270106-0048","C005620","","","","",""
"Island Health","1269827-0005","C005643","","","","",""
"Island Health","1270106-0019","C005702","","","","",""
"Island Health","1270106-0022","C005720","","","","",""
"Island Health","1269827-0029","C005722","","","","",""
"Island Health","1270106-0012","C005723","","","","",""
"Island Health","1269828-0017","C005763","","","","",""
"Island Health","1270106-0013","C005767","","","","",""
"Island Health","1268836-0012","C005833","","","","",""
"Island Health","1269827-0036","C005847","","","","",""
"Island Health","1270106-0014","C005848","","","","",""
"Island Health","1296598-0006","C005910","","","","",""
"Island Health","1296598-0004","C005911","","","","",""
"Island Health","1297848-0044","C005912","","","","",""
"Island Health","1296598-0005-DUP","C005913-DUP","","","","",""
"Island Health","1297848-0028","C005914","","","","",""
"Island Health","1297848-0056","C005915","","","","",""
"Island Health","1296598-0007","C005916","","","","",""
"Island Health","1296598-0001","C005917","","","","",""
"Island Health","1296598-0017","C005918","","","","",""
"Island Health","1296598-0011","C005919","","","","",""
"Island Health","1297849-0004","C005920","","","","",""
"Island Health","1297849-0007","C005921","","","","",""
"Island Health","1297849-0030","C005922","","","","",""
"Island Health","1297849-0009","C005923","","","","",""
"Island Health","1297849-0008","C005924","","","","",""
"Island Health","1297849-0013","C005925","","","","",""
"Island Health","1296598-0009","C005926","","","","",""
"Island Health","1296598-0008","C005927","","","","",""
"Island Health","1296598-0003","C005928","","","","",""
"Island Health","1296598-0018","C005929","","","","",""
"Island Health","1297849-0010","C005930","","","","",""
"Island Health","1297849-0001","C005931","","","","",""
"Island Health","1297849-0002","C005932","","","","",""
"Island Health","1297849-0012","C005933","","","","",""
"Island Health","1297849-0029","C005934","","","","",""
"Island Health","1297849-0011","C005935","","","","",""
"Island Health","1297849-0024","C005936","","","","",""
"Island Health","1297849-0018","C005937","","","","",""
"Island Health","1297849-0005","C005938","","","","",""
"Island Health","1297849-0015","C005940","","","","",""
"Island Health","1297849-0020","C005941","","","","",""
"Island Health","1297849-0016","C005942","","","","",""
"Island Health","1297849-0022","C005943","","","","",""
"Island Health","1297849-0027","C005944","","","","",""
"Island Health","1297849-0019","C005945","","","","",""
"Island Health","1297849-0014","C005946","","","","",""
"Island Health","1297849-0026","C005947","","","","",""
"Island Health","1297849-0006-DUP","C005948-DUP","","","","",""
"Island Health","1297849-0017","C005949","","","","",""
