"u_parent_asset","u_parent_asset.parent","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"AO005657-CRT","AO005657","Barcode Scanner","AO005657-SCN","2013610-0043-SCN","2013610-0043-SCN","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005620-CRT","AO005620","Barcode Scanner","AO005620-SCN","2013610-0044-SCN","2013610-0044-SCN","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1118B (Education Room)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005598-CRT","AO005598","Barcode Scanner","AO005598-SCN","2013610-0045-SCN","2013610-0045-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005628-CRT","AO005628","Barcode Scanner","AO005628-SCN","2014397-0001-SCN","2014397-0001-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005549-CRT","AO005549","Barcode Scanner","AO005549-SCN","2014397-0002-SCN","2014397-0002-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005630-CRT","AO005630","Barcode Scanner","AO005630-SCN","2014397-0003-SCN","2014397-0003-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005588-CRT","AO005588","Barcode Scanner","AO005588-SCN","2014397-0004-SCN","2014397-0004-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005581-CRT","AO005581","Barcode Scanner","AO005581-SCN","2014397-0005-SCN","2014397-0005-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005572-CRT","AO005572","Barcode Scanner","AO005572-SCN","2014397-0008-SCN","2014397-0008-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005625-CRT","AO005625","Barcode Scanner","AO005625-SCN","2014397-0009-SCN","2014397-0009-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005578-CRT","AO005578","Barcode Scanner","AO005578-SCN","2014397-0017-SCN","2014397-0017-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005674-CRT","AO005674","Barcode Scanner","AO005674-SCN","2014397-0019-SCN","2014397-0019-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005553-CRT","AO005553","Barcode Scanner","AO005553-SCN","2014397-0024-SCN","2014397-0024-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005638-CRT","AO005638","Barcode Scanner","AO005638-SCN","2014397-0025-SCN","2014397-0025-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005618-CRT","AO005618","Barcode Scanner","AO005618-SCN","2014397-0026-SCN","2014397-0026-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005666-CRT","AO005666","Barcode Scanner","AO005666-SCN","2014397-0027-SCN","2014397-0027-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005564-CRT","AO005564","Barcode Scanner","AO005564-SCN","2014397-0028-SCN","2014397-0028-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005634-CRT","AO005634","Barcode Scanner","AO005634-SCN","2014397-0030-SCN","2014397-0030-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005558-CRT","AO005558","Barcode Scanner","AO005558-SCN","2014397-0031-SCN","2014397-0031-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005642-CRT","AO005642","Barcode Scanner","AO005642-SCN","2014397-0032-SCN","2014397-0032-SCN","VIHA-GRH-Gorge Road Hospital-Main Building-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005550-CRT","AO005550","Barcode Scanner","AO005550-SCN","2014397-0033-SCN","2014397-0033-SCN","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005621-CRT","AO005621","Barcode Scanner","AO005621-SCN","2014397-0034-SCN","2014397-0034-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005562-CRT","AO005562","Barcode Scanner","AO005562-SCN","2014397-0035-SCN","2014397-0035-SCN","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1128 (Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005603-CRT","AO005603","Barcode Scanner","AO005603-SCN","2014397-0036-SCN","2014397-0036-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005559-CRT","AO005559","Barcode Scanner","AO005559-SCN","2014397-0037-SCN","2014397-0037-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005574-CRT","AO005574","Barcode Scanner","AO005574-SCN","2014397-0038-SCN","2014397-0038-SCN","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005632-CRT","AO005632","Barcode Scanner","AO005632-SCN","2014397-0039-SCN","2014397-0039-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005551-CRT","AO005551","Barcode Scanner","AO005551-SCN","2014397-0041-SCN","2014397-0041-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005602-CRT","AO005602","Barcode Scanner","AO005602-SCN","2014397-0043-SCN","2014397-0043-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005601-CRT","AO005601","Barcode Scanner","AO005601-SCN","2014397-0044-SCN","2014397-0044-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005577-CRT","AO005577","Barcode Scanner","AO005577-SCN","2014397-0045-SCN","2014397-0045-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005593-CRT","AO005593","Barcode Scanner","AO005593-SCN","2014397-0048-SCN","2014397-0048-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-4th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005637-CRT","AO005637","Barcode Scanner","AO005637-SCN","2014397-0049-SCN","2014397-0049-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005605-CRT","AO005605","Barcode Scanner","AO005605-SCN","2014397-0050-SCN","2014397-0050-SCN","VIHA-VGH-Victoria General Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005665-CRT","AO005665","Barcode Scanner","AO005665-SCN","2014397-0051-SCN","2014397-0051-SCN","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005639-CRT","AO005639","Barcode Scanner","AO005639-SCN","2014397-0052-SCN","2014397-0052-SCN","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005622-CRT","AO005622","Barcode Scanner","AO005622-SCN","2014397-0053-SCN","2014397-0053-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005641-CRT","AO005641","Barcode Scanner","AO005641-SCN","2014397-0054-SCN","2014397-0054-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005604-CRT","AO005604","Barcode Scanner","AO005604-SCN","2014397-0059-SCN","2014397-0059-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005626-CRT","AO005626","Barcode Scanner","AO005626-SCN","2014397-0060-SCN","2014397-0060-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005623-CRT","AO005623","Barcode Scanner","AO005623-SCN","2014397-0067-SCN","2014397-0067-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005600-CRT","AO005600","Barcode Scanner","AO005600-SCN","2014397-0068-SCN","2014397-0068-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005595-CRT","AO005595","Barcode Scanner","AO005595-SCN","2014397-0077-SCN","2014397-0077-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005566-CRT","AO005566","Barcode Scanner","AO005566-SCN","2014397-0078-SCN","2014397-0078-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005597-CRT","AO005597","Barcode Scanner","AO005597-SCN","2014397-0079-SCN","2014397-0079-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005565-CRT","AO005565","Barcode Scanner","AO005565-SCN","2014397-0080-SCN","2014397-0080-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005583-CRT","AO005583","Barcode Scanner","AO005583-SCN","2014397-0082-SCN","2014397-0082-SCN","VIHA-RJH-Royal Jubilee Hospital-Adanac Services-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005617-CRT","AO005617","Barcode Scanner","AO005617-SCN","2014397-0087-SCN","2014397-0087-SCN","VIHA-RJH-Royal Jubilee Hospital","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005670-CRT","AO005670","Barcode Scanner","AO005670-SCN","2014397-0088-SCN","2014397-0088-SCN","VIHA-GVHF-Victoria Hospitals Foundation","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005654-CRT","AO005654","Barcode Scanner","AO005654-SCN","2014397-0089-SCN","2014397-0089-SCN","VIHA-VGH-Victoria General Hospital-Main Building-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005613-CRT","AO005613","Barcode Scanner","AO005613-SCN","2014397-0090-SCN","2014397-0090-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005647-CRT","AO005647","Barcode Scanner","AO005647-SCN","2014441-0006-SCN","2014441-0006-SCN","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005569-CRT","AO005569","Barcode Scanner","AO005569-SCN","2014441-0010-SCN","2014441-0010-SCN","VIHA-RJH-Royal Jubilee Hospital-West Block-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005547-CRT","AO005547","Barcode Scanner","AO005547-SCN","2014441-0048-SCN","2014441-0048-SCN","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005646-CRT","AO005646","Barcode Scanner","AO005646-SCN","2014441-0053-SCN","2014441-0053-SCN","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005614-CRT","AO005614","Barcode Scanner","AO005614-SCN","2015092-0012-SCN","2015092-0012-SCN","VIHA-RJH-Royal Jubilee Hospital-Patient Care Center-5th Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005563-CRT","AO005563","Barcode Scanner","AO005563-SCN","2015092-0034-SCN","2015092-0034-SCN","VIHA-VGH-Victoria General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","AO005685-SCN","2022341-0113-SCN","2022341-0113-SCN","VIHA-NRGH-Nanaimo Regional General Hospital","","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","AO005686-SCN","2022365-0011-SCN","2022365-0011-SCN","VIHA-NRGH-Nanaimo Regional General Hospital","","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","AO005684-SCN","2022365-0021-SCN","2022365-0021-SCN","VIHA-NRGH-Nanaimo Regional General Hospital","","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","AO005682-SCN","2022365-0067-SCN","2022365-0067-SCN","VIHA-NRGH-Nanaimo Regional General Hospital","","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","AO005687-SCN","2022511-0103-SCN","2022511-0103-SCN","VIHA-NRGH-Nanaimo Regional General Hospital","","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","AO005683-SCN","2022511-0107-SCN","2022511-0107-SCN","VIHA-NRGH-Nanaimo Regional General Hospital","","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","C002544","C002544","SM1T70W28J","","","",""
"","","Barcode Scanner","C002678","C002678","SM1U59F83R","","","",""
"","","Barcode Scanner","C002680","C002680","SM1U59F78H","","","",""
"","","Barcode Scanner","C004905","C004905","M1U59E34E","","","",""
"","","Barcode Scanner","C004908","C004908","M1U59E36Y","","","",""
"","","Barcode Scanner","C004909","C004909","M1U59C74G","","","",""
"","","Barcode Scanner","C004910","C004910","M1U59E38J","","","",""
"","","Barcode Scanner","C004911","C004911","M1U58R74T","","","",""
"","","Barcode Scanner","C004912","C004912","M1U59E39K","","","",""
"","","Barcode Scanner","C006975","c006975","M1U59E35V","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","n/a","DS6878-HCBU0102SVW","MOTOROLA"
"","","Barcode Scanner","C008485","C008485","20199010552874","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","",""
"","","Barcode Scanner","C008487","C008487","20200010552687","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","",""
"","","Barcode Scanner","C008988","C008988","S20199010553937","VIHA-BAM-Bamfield Health Centre-Main Building-1st Floor","","",""
"","","Barcode Scanner","C009503","C009503","19303010553103","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C010538","C010538","20340010555413","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"AO400026-CRT","AO400026","Barcode Scanner","AO400026-SCN","C010539","20198010557371","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C010542","C010542","20340010556552","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","ASSESMENT RM #2","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400034-CRT","AO400034","Barcode Scanner","AO400034-SCN","C010546","20340010556473","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C010987","C010987","20198010557302","VIHA-RJH-Royal Jubilee Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011006","C011006","17096010501189","VIHA-VGH-Victoria General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011083","C011083","20200010552545","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-5th Floor","DT525","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C011102","C011102","","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011247","C011247","21084010569142","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","HW127","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011382","C011382","21084010569104","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","HW127","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011442","C011442","21084010569156","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011446","C011446","21081010566849","VIHA-VGH-Victoria General Hospital","1125","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011448","C011448","21081010566803","VIHA-VGH-Victoria General Hospital","1125","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C011454","C011454","21081010566880","VIHA-RJH-Royal Jubilee Hospital-Memorial Pavilion-1st Floor","HW127","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012706","C012706","22277010566771","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012707","C012707","22277010566836","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012708","C012708","22277010566830","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012709","C012709","22277010566844","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012710","C012710","22277010566838","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012715","C012715","22277010566814","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012716","C012716","22277010566884","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012717","C012717","22277010566843","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012718","C012718","22277010566796","VIHA-NRGH-Nanaimo Regional General Hospital","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012761","C012761","22317010550679","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012828","C012828","23063010553471","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012829","C012829","23063010556497","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012841","C012841","23174010556199","VIHA-CDH-Cowichan District Hospital-Main Building","","",""
"","","Barcode Scanner","C012903","C012903","24345010667502","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","G029B","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012920","C012920","24150010558404","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012924","C012924","23064010555856","VIHA-CPRC-Cairnsmore Place (CDH)-Main Building-1st Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012933","C012933","23064010556881","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","",""
"","","Barcode Scanner","C012946","C012946","23177010556493","","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C012949","C012949","220050-10558584","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012950","C012950","230050-10556468","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012951","C012951","230050-10556268","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"AO400620","","Barcode Scanner","C012952","C012952","230050-10556230","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","Hallway - Room 2","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012955","C012955","225050-10558911","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012956","C012956","230050-10556340","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012957","C012957","230050-10556360","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012958","C012958","230050-10664297","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012959","C012959","230050-05558854","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012960","C012960","230050-10666418","VIHA-NRGH-Nanaimo Regional General Hospital","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C012976","C012976","M1R40A05L","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","hallway","BARCODE SCANNER DS6878-HC","MOTOROLA"
"","","Barcode Scanner","C012990","C012990","23172010554964","VIHA-NRGH-Nanaimo Regional General Hospital","S2159","BARCODE SCANNER","ZEBRA"
"AO001734-CRT","AO001734","Barcode Scanner","C013004","C013004","23083010558307","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","Workspace","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013125","C013125","24050010555701","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013127","C013127","23172010554802","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013128","C013128","24050010555779","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013129","C013129","23172010554365","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013130","C013130","23172010554666","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013131","C013131","24050010555782","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013132","C013132","23172010558989","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013133","C013133","23172010554912","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013134","C013134","23172010554278","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Ground Floor","G257","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013151","C013151","24137010550423","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013152","C013152","24137010550946","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013187","C013187","23213010561313","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-4th Floor","4004","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013194","C013194","24145010560228","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013195","C013195","24125010550344","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013196","C013196","24125010551406","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","B004","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013197","C013197","24167010550341","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013198","C013198","24145010560295","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-2nd Floor","10","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013200","C013200","24124010550252","VIHA-OHC-Oceanside Health Centre-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400130-CRT","AO400130","Barcode Scanner","C013215","C013215","24167010550339","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building","Hallway","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C013219","C013219","24081010560634","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013220","C013220","24081010560742","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013221","C013221","24125010550356","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013222","C013222","24116010559334","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C013254","C013254","24244010551904","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1018","BARCODE SCANNER","ZEBRA"
