"u_parent_asset","u_parent_asset.parent","u_category","name","asset_tag","serial_number","location","u_room","u_model_name","manufacturer"
"","","Barcode Scanner","C016333","C016333","23013010555702","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016334","C016334","23021010551218","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016335","C016335","23072010552038","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016336","C016336","23021010553241","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016337","C016337","23013010555698","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016338","C016338","23021010554759","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016339","C016339","23013010555644","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016340","C016340","23013010550876","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016341","C016341","23013010555731","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016342","C016342","23013010555739","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016343","C016343","23021010551320","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016344","C016344","23013010555670","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016345","C016345","22318010559570","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016346","C016346","23021010551067","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016347","C016347","23013010556006","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016348","C016348","23021010553276","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016349","C016349","23021010553165","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016350","C016350","23021010551270","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016351","C016351","23021010551328","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016352","C016352","23021010553273","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016353","C016353","23013010555729","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016354","C016354","23021010553307","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016355","C016355","22357010550959","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016356","C016356","23021010551356","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016357","C016357","23021010553260","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016358","C016358","23021010551345","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016359","C016359","23021010551237","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016360","C016360","23013010556059","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016361","C016361","23021010551216","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016362","C016362","23021010551221","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016363","C016363","23021010553262","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016364","C016364","23013010555812","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016365","C016365","23021010554893","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016366","C016366","23013010555707","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016367","C016367","23021010553301","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016368","C016368","23072010550451","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016369","C016369","23021010551329","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016370","C016370","23069010556467","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-1st Floor","1055","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016371","C016371","23013010550945","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016372","C016372","23013010550805","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016373","C016373","23021010553139","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016374","C016374","23013010550820","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016375","C016375","23021010553180","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016376","C016376","23021010551286","VIHA-RJH-Royal Jubilee Hospital","WB328","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C016673","C016673","23064010556881","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C016725","C016725","23072010552040","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","BIRTHING RM#3","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016728","C016728","23222010554344","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","TS1309","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016729","C016729","23224010551601","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","TS1309","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016730","C016730","23226010555443","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","TS1309","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016731","C016731","23226010555060","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","TS1309","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016732","C016732","23224010551698","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","TS1309","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016733","C016733","23201010561731","VIHA-VSQV-Victoria Summit Quadra Village-Main Building-1st Floor","TS1309","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C016923","C016923","24123010550458","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C016927","C016927","24108010568298","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","HEALTHCARE SCANNER","MOTOROLA"
"","","Barcode Scanner","C016979","C016979","24108010558312","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","HEALTHCARE SCANNER","MOTOROLA"
"AO005589-CRT","AO005589","Barcode Scanner","AO005589-SCN","C017052","TEMPVIHA015-SCN","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-1st Floor","Renal Area Pod E","Unknown Model Name","Unknown Manufacturer"
"","","Barcode Scanner","C017176","C017176","23285010550652","VIHA-CDH-Cowichan District Hospital-Main Building","B004","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C017372","C017372","22241010554979","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017373","C017373","24207010562179","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","ED","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017374","C017374","24207010562176","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017375","C017375","24207010562474","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017376","C017376","24207010562362","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017377","C017377","24207010562575","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017378","C017378","24207010562161","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005662-CRT","AO005662","Barcode Scanner","AO005662-SCN","C017379","2011734-0103-SCN","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1128 (Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017379","C017379","24207010562305","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005071-CRT","AO005071","Barcode Scanner","AO005071-SCN","C017380","24207010562593","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1118B (EMRG - Team Conference / On-Call Room)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017381","C017381","24207010562609","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017382","C017382","24206010550910","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017383","C017383","24170010555513","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017384","C017384","24207010562606","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005081-CRT","AO005081","Barcode Scanner","AO005081-SCN","C017385","24207010562219","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1134 (ACU Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017386","C017386","24207010562370","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017387","C017387","24227010550220","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017388","C017388","24207010562247","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400010-CRT","AO400010","Barcode Scanner","AO400010-SCN","C017389","24207010562168","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400052-CRT","AO001755","Barcode Scanner","AO400052-SCN","C017390","24227010550120","VIHA-NRGH-Nanaimo Regional General Hospital-Main Building-Basement 1","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400017-CRT","AO400017","Barcode Scanner","AO400017-SCN","C017391","24207010562576","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway West)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400012-CRT","AO400012","Barcode Scanner","AO400012-SCN","C017392","24207010562590","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400015-CRT","AO400015","Barcode Scanner","AO400015-SCN","C017393","24227010550053","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400041-CRT","AO400041","Barcode Scanner","AO400041-SCN","C017394","24207010562582","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017395","C017395","24207010562172","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400014-CRT","AO400014","Barcode Scanner","AO400014-SCN","C017396","24227010550254","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005050-CRT","AO005050","Barcode Scanner","AO005050-SCN","C017397","24207010562191","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1134 (ACU Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017398","C017398","24207010562355","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017399","C017399","24207010562358","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017400","C017400","24207010562372","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017401","C017401","24207010562230","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017402","C017402","24207010562220","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017403","C017403","24207010562605","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017404","C017404","24227010550049","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017405","C017405","24207010562258","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017406","C017406","24207010552463","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017407","C017407","24207010562199","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017408","C017408","24207010562384","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017409","C017409","24207010562369","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017410","C017410","24207010562401","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017411","C017411","24207010552476","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017412","C017412","24207010551266","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017413","C017413","24207010562206","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017414","C017414","24207010562389","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005065-CRT","AO005065","Barcode Scanner","AO005065-SCN","C017415","24207010562402","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017416","C017416","24207010562347","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017417","C017417","24207010562187","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017418","C017418","24208010550241","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017419","C017419","24227010550239","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005043-CRT","AO005043","Barcode Scanner","AO005043-SCN","C017420","24227010550107","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1128 (Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017421","C017421","24207010562588","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017422","C017422","24227010550173","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017423","C017423","24207010562288","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017424","C017424","24207010562586","VIHA-CDH-Cowichan District Hospital-Main Building","G029B","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017425","C017425","24207010551311","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","ICU","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017426","C017426","24227010550060","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1069 (OR5)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017427","C017427","24207010562303","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2 central","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017428","C017428","24207010562387","VIHA-CDH-Cowichan District Hospital-Main Building","G029B","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017429","C017429","24207010552465","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","Med room","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO400572-CRT","AO400572","Barcode Scanner","AO400572-SCN","C017430","24207010562395","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2S (Hallway West)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017431","C017431","24208010550182","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","LDR-OR1","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017432","C017432","24207010562400","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","HALL","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017433","C017433","24207010562266","VIHA-CDH-Cowichan District Hospital-Main Building","PHARMACY","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017434","C017434","24207010562390","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","ED","BARCODE SCANNER","ZEBRA"
"AO400037-CRT","AO400037","Barcode Scanner","AO400037-SCN","C017435","24207010562601","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","2S (Hallway West)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017436","C017436","24207010562281","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","ED","BARCODE SCANNER","ZEBRA"
"AO005041-CRT","AO005041","Barcode Scanner","AO005041-SCN","C017437","24227010550099","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1128 (Hallway)","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C017438","C017438","24207010562376","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017439","C017439","24207010562155","VIHA-CDH-Cowichan District Hospital-Main Building-3rd Floor","3S (Hallway East)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017440","C017440","24207010562388","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","ED","BARCODE SCANNER","ZEBRA"
"","","Barcode Scanner","C017441","C017441","24207010562386","VIHA-CDH-Cowichan District Hospital-Main Building","PHARMACY","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017442","C017442","24207010562397","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017443","C017443","24207010562313","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017444","C017444","24207010562398","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017445","C017445","24207010562284","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017446","C017446","24207010552466","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017447","C017447","24207010562610","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"AO005064-CRT","AO005064","Barcode Scanner","AO005064-SCN","C017448","24207010562293","VIHA-CDH-Cowichan District Hospital-Main Building-1st Floor","1134 (ACU Hallway)","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017449","C017449","24227010550124","VIHA-CDH-Cowichan District Hospital-Main Building-2nd Floor","BIRTH ROOM #2","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017450","C017450","24207010562381","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017451","C017451","24207010562368","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017452","C017452","24227010550222","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017453","C017453","24207010562361","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017454","C017454","24227010550121","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017455","C017455","24227010550086","VIHA-RJH-Royal Jubilee Hospital-West Block-3rd Floor","WB328","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017490","C017490","23072010550303","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017491","C017491","23069010556477","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017492","C017492","23069010556787","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017493","C017493","23072010550308","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017494","C017494","23069010556484","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-3rd Floor","","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
"","","Barcode Scanner","C017495","C017495","23072010550330","VIHA-RJH-Royal Jubilee Hospital-Diagnostic & Treatment-2nd Floor","DT2117","DS8178-HC Handheld Barcode Scanner - Wireless w Cradle","ZEBRA"
